"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"February 22, 2018",Ohio,Medina,"132 N Elmwood Ave",0,1,N/A
"February 22, 2018","New Jersey",Paterson,"Carroll St",0,1,N/A
"February 22, 2018",Illinois,Chicago,"1700 W Cullerton St",0,1,N/A
"February 22, 2018",Oregon,Medford,N/A,0,1,N/A
"February 22, 2018",Texas,Houston,"8900 Chimney Rock Rd",0,1,N/A
"February 22, 2018",Texas,Malone,"200 block of S Walnut Ave",0,1,N/A
"February 22, 2018",California,Tulare,"S E St and Bardsley Ave",0,1,N/A
"February 22, 2018","New York",Bronx,"Seneca Ave and Hunts Point Ave",0,1,N/A
"February 22, 2018",Georgia,Atlanta,I-20,0,2,N/A
"February 22, 2018",California,Salinas,"Simas St and Market St",0,1,N/A
"February 22, 2018",California,"San Jose","2900 block of Tuers Rd",0,1,N/A
"February 21, 2018","West Virginia",Huntington,"1100 block of 9th Ave",0,2,N/A
"February 21, 2018",California,Vallejo,"1000 Admiral Callaghan Ln",0,1,N/A
"February 21, 2018",Wisconsin,Madison,"4217 W Beltline Hwy",0,1,N/A
"February 21, 2018",Virginia,Wakefield,"100 block of Rolfe Hwy",0,1,N/A
"February 21, 2018",Kentucky,Hulen,"68 Charles Collett Road",0,1,N/A
"February 21, 2018",Texas,Carthage,"PR 622 and Co Rd 222",1,1,N/A
"February 21, 2018",Alabama,Montgomery,"1600 block of Westcott Street",1,2,N/A
"February 21, 2018","New Jersey","Asbury Park","405 Ridge Ave",1,1,N/A
"February 21, 2018",Maryland,Baltimore,"100 block of Mount St",0,1,N/A
"February 21, 2018",Illinois,Chicago,"2600 N Kimball Ave",0,2,N/A
"February 21, 2018",Virginia,"Newport News","900 block of Taylor Ave",0,1,N/A
"February 21, 2018",Illinois,Chicago,"300 E 51st St",0,3,N/A
"February 21, 2018",Kentucky,"Dawson Springs","Logan Road",0,2,N/A
"February 21, 2018",Illinois,Chicago,"3700 W Addison St",0,1,N/A
"February 21, 2018",Illinois,Chicago,"1 S Menard Ave",0,1,N/A
"February 21, 2018",Delaware,Wilmington,"Lancaster Ave and S Clayton St",0,1,N/A
"February 21, 2018",Florida,Jacksonville,"Seminary St and Kings Rd",0,1,N/A
"February 21, 2018",Texas,"San Antonio","4803 Manitou Dr",1,1,N/A
"February 21, 2018","South Carolina",Beaufort,N/A,0,1,N/A
"February 21, 2018","New Jersey",Woodbine,"Franklin St and Adams Ave",0,1,N/A
"February 21, 2018",Alabama,Birmingham,"First Avenue South",0,1,N/A
"February 21, 2018","New Jersey",Paterson,"Godwin Ave",0,1,N/A
"February 21, 2018",Maryland,Cumberland,"Boone St and Oak St",0,1,N/A
"February 21, 2018",Mississippi,Vicksburg,"100 N Washington St",0,1,N/A
"February 21, 2018",Illinois,Chicago,"2900 E 83rd St",0,1,N/A
"February 21, 2018",Texas,Stratford,"100 S Poplar St",0,1,N/A
"February 21, 2018",Minnesota,"Minneapolis (Brooklyn Center)","6000 block of Colfax Ave N",0,1,N/A
"February 21, 2018","New York",Rochester,"400 block of Cottage St",0,1,N/A
"February 21, 2018",Illinois,Chicago,"1400 S St Louis Ave",0,1,N/A
"February 21, 2018","New Mexico",Albuquerque,"145 Louisiana Blvd NE",0,1,N/A
"February 21, 2018","South Carolina",Spartanburg,"S Liberty St",0,1,N/A
"February 21, 2018",Florida,"Boynton Beach","1800 block of N Seacrest Blvd",0,1,N/A
"February 21, 2018","North Carolina",Roxboro,"100 block of Person Court",0,1,N/A
"February 21, 2018",Louisiana,"New Orleans","2000 St Anthony St",0,2,N/A
"February 21, 2018",Washington,Yakima,"300 block of N 8th St",0,1,N/A
"February 21, 2018",Hawaii,"Kailua Kona","O'io St",0,1,N/A
"February 21, 2018",Texas,Houston,"8850 Chimney Rock Rd",0,1,N/A
"February 21, 2018",Georgia,Atlanta,"151 Cleveland Ave SW",0,1,N/A
"February 21, 2018","District of Columbia",Washington,"4919 Kansas Ave NW",0,1,N/A
"February 21, 2018",California,Antioch,"900 block of W 3rd St",1,1,N/A
"February 20, 2018",Colorado,Denver,"W Louisiana Ave and S Federal Blvd",0,2,N/A
"February 20, 2018",Massachusetts,"New Bedford","130 Chestnut St",0,1,N/A
"February 20, 2018",Virginia,Portsmouth,"3200 block of Brighton St",0,1,N/A
"February 20, 2018",Oklahoma,"Elmore City",N/A,0,1,N/A
"February 20, 2018",Virginia,"Newport News","Maple Ave and 19th St",0,1,N/A
"February 20, 2018",Washington,Seattle,"E Yesler Way and 25th Ave S",0,1,N/A
"February 20, 2018",Colorado,Denver,"5500 block of N Tulsa Way",0,1,N/A
"February 20, 2018",Alabama,Bessemer,"2600 block of Clarendon Ave",0,1,N/A
"February 20, 2018",Tennessee,Memphis,"3941 Riverdale Rd",0,1,N/A
"February 20, 2018",Kentucky,Louisville,"1700 block of Bernheim Ln",0,1,N/A
"February 20, 2018",Kentucky,Louisville,"400 block of west Oak Street",0,1,N/A
"February 20, 2018",Kentucky,Louisville,"4600 block of Illinois Avenue",0,1,N/A
"February 20, 2018","South Carolina",Summerville,"14105 Parkview Ln",0,1,N/A
"February 20, 2018",Virginia,Richmond,"Williamsburg Rd and Scott St",0,1,N/A
"February 20, 2018",Indiana,Gary,"4800 Madison St",0,1,N/A
"February 20, 2018",Indiana,Gary,"500 S Lake St",0,1,N/A
"February 20, 2018","New Jersey",Woodbury,"50 block of Cooper St",0,2,N/A
"February 20, 2018",Mississippi,Biloxi,"200 block of Crawford Street",0,1,N/A
"February 20, 2018",Missouri,"Saint Louis","4200 block of Harris Avenue",0,1,N/A
"February 20, 2018",Ohio,Medina,"3500 block of Turnberry Dr",0,1,N/A
"February 20, 2018",Tennessee,Chattanooga,"1413 Carousel Rd",1,2,N/A
"February 20, 2018",Louisiana,Lafayette,"100 block of North Marigny",0,1,N/A
"February 20, 2018",Michigan,Lansing,"900 block of W Shiawassee St",0,1,N/A
"February 20, 2018",Michigan,Detroit,"540 E State Fair Ave",0,1,N/A
"February 20, 2018",Michigan,Kalamazoo,"900 block of N Church St",0,1,N/A
"February 20, 2018",Louisiana,"New Orleans","6000 block of Chef Menteur Hwy",0,1,N/A
"February 20, 2018",California,Delano,"Jefferson St",1,1,N/A
"February 20, 2018",Connecticut,Hartford,"77 Edgewood St",0,1,N/A
"February 20, 2018","New York",Syracuse,"300 block of Oakwood Ave",0,1,N/A
"February 20, 2018",Michigan,Detroit,"16000 block of East Warren Ave",0,2,N/A
"February 20, 2018",Ohio,Cleveland,"3600 block of E 118th St",0,1,N/A
"February 20, 2018",Indiana,Evansville,"Savanah Dr",0,2,N/A
"February 20, 2018",Massachusetts,Bridgewater,"200 Block of Broad St",0,1,N/A
"February 20, 2018","New Jersey",Woodbury,"220 S Broad St",0,1,N/A
"February 20, 2018",Florida,Jacksonville,"800 Broward Rd",0,1,N/A
"February 20, 2018",Missouri,Sikeston,N/A,0,1,N/A
"February 20, 2018",Alabama,Anniston,"Elm Street",0,1,N/A
"February 20, 2018",Pennsylvania,Philadelphia,"5600 block of Sansom St",0,1,N/A
"February 20, 2018",Alabama,Mobile,"1259 Fearn Court",0,1,N/A
"February 20, 2018",Illinois,Batavia,"1901 McKee St",0,1,N/A
"February 20, 2018",California,Oakland,"2200 block of East 15th St",0,1,N/A
"February 20, 2018",Kentucky,Grayson,"730 North Carol Malone Blvd",0,1,N/A
"February 20, 2018",Ohio,Akron,"19th St SW",0,2,N/A
"February 20, 2018",Florida,"Fort Myers","2250 Edison Ave",0,1,N/A
"February 20, 2018","South Dakota",Porcupine,N/A,0,2,N/A
"February 20, 2018","New Mexico",Albuquerque,"Coors Blvd and Gun Club Rd",0,1,N/A
"February 20, 2018",Missouri,"Kansas City","E 7th St and Prospect Ave",0,1,N/A
"February 20, 2018",Texas,Katy,"22500 block of Williamschase Dr",0,1,N/A
"February 19, 2018",Virginia,"Virginia Beach","1400 block of Bayhead Dr",0,1,N/A
"February 19, 2018",Tennessee,Nashville,"101 University Court",0,1,N/A
"February 19, 2018",Maryland,Baltimore,"900 block of Ensor Ct",0,1,N/A
"February 19, 2018",Illinois,Chicago,"2300 W 68th St",0,1,N/A
"February 19, 2018",Alabama,Birmingham,"1300 block of 33rd St SW",0,1,N/A
"February 19, 2018",California,Modesto,"Olympia St",0,1,N/A
"February 19, 2018",Oklahoma,"Oklahoma City","7700 block of Lyrewood Ln",0,1,N/A
"February 19, 2018",Oklahoma,Lawton,"NW 40th St and NW Ozmun Ave",0,1,N/A
"February 19, 2018","South Carolina","North Charleston","Hillandale Rd",0,1,N/A
"February 19, 2018",Oklahoma,"Oklahoma City","4548 NW 23rd St",0,1,N/A
"February 19, 2018",Tennessee,Brownsville,"Highland St",0,1,N/A
"February 19, 2018","South Carolina",Seabrook,"Delaney Cir",0,1,N/A
"February 19, 2018",Washington,Kent,"25300 block of 29th Ave S",0,1,N/A
"February 19, 2018",Illinois,"East Saint Louis","400 Wimmer Pl",1,1,N/A
"February 19, 2018",Maryland,Baltimore,N/A,0,1,N/A
"February 19, 2018",Maryland,Baltimore,"1100 block of Stoddard Ct",0,1,N/A
"February 19, 2018",Colorado,Greeley,"1700 block of 15th St",0,1,N/A
"February 19, 2018",Ohio,Warren,"Atlantic St NE",0,1,N/A
"February 19, 2018",California,Visalia,"1600 block of N Mooney Blvd",0,1,N/A
"February 19, 2018",Mississippi,Walnut,"County Road 749",0,1,N/A
"February 19, 2018",Kentucky,"Kettle Island","Kettle Island Branch Rd",0,1,N/A
"February 19, 2018","South Carolina",Seabrook,"812 Trask Pkwy",0,1,N/A
"February 19, 2018",Indiana,"South Bend","1100 N Elmer St",0,1,N/A
"February 19, 2018",Illinois,Chicago,"700 E 82nd St",0,2,N/A
"February 19, 2018",Alabama,Athens,"Hine Street",0,1,N/A
"February 19, 2018",Illinois,Chicago,"4300 S Hermitage Ave",0,2,N/A
"February 19, 2018",Washington,"Tacoma (Parkland)","1200 block of 152nd St E",0,1,N/A
"February 19, 2018",Texas,Dallas,"Denley Dr",0,1,N/A
"February 19, 2018",Michigan,Detroit,"11200 block of Morang Ave",0,1,N/A
"February 19, 2018",Illinois,Chicago,"7600 S Champlain Ave",1,1,N/A
"February 19, 2018",Illinois,Chicago,"1000 W 71st St",0,1,N/A
"February 19, 2018",Illinois,Chicago,"4000 E 134th St",0,1,N/A
"February 19, 2018",Maryland,Baltimore,"3219 Eastern Ave",1,2,N/A
"February 19, 2018","District of Columbia",Washington,"1800 block of 7th St NW",0,1,N/A
"February 19, 2018",Ohio,Cleveland,"18121 Euclid Ave",0,1,N/A
"February 19, 2018",Louisiana,Shreveport,"6500 block of Tierra Drive",0,1,N/A
"February 19, 2018",Alabama,Ozark,"Claybank Ave",0,1,N/A
"February 19, 2018",Ohio,Cincinnati,"W McMicken Ave",0,1,N/A
"February 19, 2018",Missouri,Sikeston,"Ingram Street and Linn Street",0,1,N/A
"February 19, 2018",Alabama,"Alexander City","Red Bud Street",0,1,N/A
"February 19, 2018",Michigan,Detroit,"300 BLOCK OF CHALMERS ST",0,1,N/A
"February 19, 2018",Pennsylvania,Philadelphia,"2700 block of Reed St",0,1,N/A
"February 19, 2018","New Jersey","Atlantic City","1700 block of Atlantic Ave",0,1,N/A
"February 19, 2018",Massachusetts,Worcester,"1280 Grafton St",0,1,N/A
"February 19, 2018",Connecticut,Bridgeport,"Wood Ave and Hazelwood Ave",0,1,N/A
"February 19, 2018","South Carolina",Florence,"400 block of Noble St",0,1,N/A
"February 19, 2018",Montana,Ennis,"310 North Main St",0,2,N/A
"February 19, 2018",Florida,Palatka,"Margarita Rd",1,1,N/A
"February 19, 2018",Nevada,"Las Vegas","3800 block of E Charleston Blvd",0,1,N/A
"February 19, 2018",Massachusetts,Boston,"30 Sparhawk St",0,1,N/A
"February 19, 2018",Kansas,Wichita,"1700 block of S Hydraulic Ave",0,1,N/A
"February 19, 2018",Kansas,Topeka,"SW 13th St and SW Western Ave",0,1,N/A
"February 19, 2018","New York",Brooklyn,"925 E 37th St",0,1,N/A
"February 18, 2018",Massachusetts,Boston,"Washington St and Kenwood St",0,2,N/A
"February 18, 2018",Missouri,"Saint Louis","Montgomery St and N Grand Blvd",0,1,N/A
"February 18, 2018",Texas,Houston,"3502 Bellfort St",0,3,N/A
"February 18, 2018",Missouri,"Saint Louis","Goodfellow Blvd and Lillian Ave",0,1,N/A
"February 18, 2018",Missouri,"Saint Louis","Union Blvd and Delmar Blvd",0,1,N/A
"February 18, 2018",Nebraska,Omaha,I-480,0,1,N/A
"February 18, 2018",Nebraska,Omaha,"1502 Cuming St",0,2,N/A
"February 18, 2018",Illinois,Rockford,"1000 40th Ave",0,1,N/A
"February 18, 2018",Arizona,Kingman,"3300 block of Harrison St",0,1,N/A
"February 18, 2018",Illinois,Chicago,"9200 S Manistee Ave",0,1,N/A
"February 18, 2018",Illinois,Chicago,"400 W Chicago Ave",0,1,N/A
"February 18, 2018",Kentucky,Louisville,"5930 Cooper Chapel Rd",1,1,N/A
"February 18, 2018",Illinois,Chicago,"2400 S Albany Ave",0,1,N/A
"February 18, 2018",Colorado,"Colorado Springs","500 block of Iowa Ave",0,1,N/A
"February 18, 2018",Maryland,"Pocomoke City (Pocomoke)","2017 Bypass Rd",0,1,N/A
"February 18, 2018",Tennessee,Chattanooga,"1818 Chestnut St",1,1,N/A
"February 18, 2018",Illinois,"Washington Park","1200 N 50th St",0,2,N/A
"February 18, 2018",Virginia,Chesapeake,"2300 block of Herring Ditch Rd",0,1,N/A
"February 18, 2018",Texas,Crosby,"1300 block of Magnolia Ave",0,1,N/A
"February 18, 2018",Florida,"Pinellas Park",N/A,0,1,N/A
"February 18, 2018",Georgia,Hoschton,"4570 Hwy 53",0,2,N/A
"February 18, 2018",Colorado,Denver,"4500 block of Cornish Way",0,1,N/A
"February 18, 2018",Wisconsin,Janesville,"100 block of S Locust St",0,1,N/A
"February 18, 2018",Michigan,Pontiac,"40 S Glenwood Ave",0,1,N/A
"February 18, 2018",Illinois,Chicago,"4000 E 134th St",0,1,N/A
"February 18, 2018",Texas,Houston,"7800 block of Locksley Rd",0,2,N/A
"February 18, 2018",Louisiana,"Baton Rouge","10700 block of Clearview Avenue",1,1,N/A
"February 18, 2018",Illinois,Chicago,"1500 W 80th St",1,1,N/A
"February 18, 2018",Arkansas,Jonesboro,"1600 block of Dan Avenue",0,1,N/A
"February 18, 2018",Florida,Jacksonville,"1300 block of Mount Herman St",1,1,N/A
"February 18, 2018",Michigan,"Redford Charter Township","14060 Telegraph Rd",0,1,N/A
"February 18, 2018",Wisconsin,Madison,"Worthington Ave",0,1,N/A
"February 18, 2018","South Carolina",Spartanburg,"Old Canaan Rd",1,1,N/A
"February 18, 2018",Michigan,"Rochester (Rochester Hills)","Sugar Pine Rd",0,1,N/A
"February 18, 2018",Missouri,"Saint Louis","5800 block of Bermuda Dr",0,1,N/A
"February 18, 2018","District of Columbia",Washington,"3100 block of Bruce Pl SE",0,1,N/A
"February 18, 2018",Virginia,Richmond,"St John St and W Charity St",0,1,N/A
"February 18, 2018",Virginia,Richmond,"4th Ave and Front St",0,1,N/A
"February 18, 2018",Michigan,Detroit,"2000 block of Atkinson St",0,1,N/A
"February 18, 2018","New York",Bronx,"Decatur Ave",0,1,N/A
"February 18, 2018",Texas,Houston,"Northborough Dr and Rushcreek Dr",0,1,N/A
"February 18, 2018","District of Columbia",Washington,"3409 9th St NE",0,1,N/A
"February 18, 2018",Texas,"Kemah (Clear Lake Shores)","401 Fm 2094 Rd",0,1,N/A
"February 18, 2018","New York",Lockport,"Park Pl",0,1,N/A
"February 18, 2018",Illinois,Chicago,"4500 S Hermitage Ave",0,1,N/A
"February 18, 2018",Illinois,Chicago,"8300 S Carpenter St",0,1,N/A
"February 18, 2018",Maryland,Baltimore,"3700 block of Reistertown Rd",0,1,N/A
"February 18, 2018","New York",Buffalo,"100 block of Shepard St",0,1,N/A
"February 18, 2018",Florida,"Fort Walton Beach","Alder Ave SE",0,1,N/A
"February 18, 2018",Alabama,Birmingham,"200 block of 73rd Street North",0,1,N/A
"February 18, 2018",Indiana,Muncie,"1101 S Walnut St",0,2,N/A
"February 18, 2018",Michigan,Ypsilanti,"500 block of 1st Ave",0,1,N/A
"February 18, 2018",Connecticut,Hartford,"Albany Ave and Adams St",0,1,N/A
"February 18, 2018",California,Madera,"Tozer St and Olive Ave",1,1,N/A
"February 18, 2018",Texas,Houston,"11812 Chanteloup Dr",0,1,N/A
"February 18, 2018",Oregon,Portland,"SE 36th Ave and Van Water St",0,1,N/A
"February 18, 2018",Oklahoma,Tulsa,"6926 S Lewis Ave",0,1,N/A
"February 18, 2018",Tennessee,Nashville,"Lafayette Street and Charles E Davis Boulevard",0,1,N/A
"February 18, 2018",Texas,"San Antonio","2893 Cinema Ridge",0,5,N/A
"February 18, 2018",Montana,Butte,"1000 block of Placer St",0,1,N/A
"February 18, 2018","New Mexico",Albuquerque,"Gibson Blvd and Yale Blvd",1,1,N/A
"February 17, 2018","South Carolina",Columbia,"2100 block of Steele St",0,1,N/A
"February 17, 2018",Texas,Dallas,"2100 block of Highwood Dr",0,1,N/A
"February 17, 2018",Michigan,Detroit,"19326 Conant St",0,1,N/A
"February 17, 2018",Georgia,Duluth,"2695 Old Peachtree Rd NW",0,1,N/A
"February 17, 2018","South Carolina",Marion,"501 W Liberty St",0,1,N/A
"February 17, 2018",Oklahoma,"Oklahoma City","Wilshire Boulevard and Northwest Expressway",0,1,N/A
"February 17, 2018","South Carolina",Gaston,"Havenwood Dr",0,1,N/A
"February 17, 2018","South Carolina",Varnville,N/A,0,1,N/A
"February 17, 2018",Illinois,Chicago,"4000 W Armitage Ave",0,1,N/A
"February 17, 2018",Ohio,Cleveland,"13000 block of Rugby Ave",0,2,N/A
"February 17, 2018",Utah,"Salt Lake City (Kearns)","4820 S 5100 W",0,1,N/A
"February 17, 2018",Ohio,Cleveland,"3100 block of W 32nd St",0,1,N/A
"February 17, 2018",Ohio,Cleveland,"700 block of E 159th",0,1,N/A
"February 17, 2018","North Carolina",Greensboro,"1600 block of Hudgins Dr",0,1,N/A
"February 17, 2018",Kansas,Wichita,"1300 block of N Estelle St",0,2,N/A
"February 17, 2018",Illinois,Vandalia,N/A,0,1,N/A
"February 17, 2018",Ohio,Cleveland,"Burgess Rd and Euclid Ave",0,2,N/A
"February 17, 2018",Texas,Dallas,"9600 block of Forest Ln",0,1,N/A
"February 17, 2018",Texas,"Fort Worth","9000 block of Brian Way Cir",0,1,N/A
"February 17, 2018",Oklahoma,"Oklahoma City","SW 68th St and S May Ave",0,1,N/A
"February 17, 2018",Texas,Dallas,N/A,0,1,N/A
"February 17, 2018",Virginia,Richmond,"6346 Midlothian Turnpike",0,1,N/A
"February 17, 2018",Florida,Orlando,"3764 Rio Grande Ave",0,1,N/A
"February 17, 2018",California,Chico,"W 2nd St and Orange St",0,1,N/A
"February 17, 2018",Florida,Jacksonville,"Bowlan St",0,1,N/A
"February 17, 2018",Tennessee,Antioch,"3918 Apache Trail",0,1,N/A
"February 17, 2018",Georgia,Americus,"200 block of Waitsman Dr",1,1,N/A
"February 17, 2018",Maryland,Baltimore,"W Lexington St and N Greene St",0,1,N/A
"February 17, 2018",Kansas,"Kansas City","1615 Minnesota",1,7,N/A
"February 17, 2018",Louisiana,"New Iberia","500 block of Lombard Street",0,1,N/A
"February 17, 2018",Louisiana,"New Iberia","500 block of  Johnston Street",0,1,N/A
"February 17, 2018",Virginia,Lynchburg,"2100 block of Link Rd",0,1,N/A
"February 17, 2018",Texas,"San Antonio","7800 block of San Hedrick Farm",0,1,N/A
"February 17, 2018",Pennsylvania,Philadelphia,"3300 block of Reed St",0,1,N/A
"February 17, 2018",Tennessee,Memphis,"3188 N Watkins Ave",0,5,N/A
"February 17, 2018",Tennessee,Memphis,"3456 Lamar Ave",0,1,N/A
"February 17, 2018",Alabama,Millbrook,"4000 block of Oliver Dr",0,1,N/A
"February 17, 2018",Indiana,Indianapolis,I-465,0,1,N/A
"February 17, 2018",Wisconsin,Milwaukee,"Teutonia Ave and Roosevelt Dr",0,1,N/A
"February 17, 2018",Utah,"Salt Lake City (West Valley City)","3980 S 5600 W",0,1,N/A
"February 17, 2018",Louisiana,Shreveport,"Choctaw Trail",0,2,N/A
"February 17, 2018",Illinois,Chicago,"4000 W Van Buren St",0,3,N/A
"February 17, 2018",Alabama,Mobile,"First Avenue and Main Street",0,3,N/A
"February 17, 2018",Illinois,Chicago,"1200 W 60th St",0,1,N/A
"February 17, 2018",Louisiana,"New Orleans","800 block of Magazine St",0,1,N/A
"February 17, 2018",Delaware,Middletown,"100 block of E Lockwood St",0,2,N/A
"February 17, 2018",Maryland,Baltimore,"5000 block of Brookwood Rd",0,1,N/A
"February 17, 2018",Tennessee,Springfield,"Spruce St",0,1,N/A
"February 17, 2018",Illinois,Chicago,"3000 W North Ave",0,1,N/A
"February 17, 2018",Illinois,Chicago,"4300 S Archer Ave",0,1,N/A
"February 17, 2018",Louisiana,Lafayette,"200 block of Randolph Drive",0,1,N/A
"February 17, 2018",Illinois,Chicago,"2900 S Loomis St",0,1,N/A
"February 17, 2018",Illinois,Chicago,"3100 W Carroll Ave",0,1,N/A
"February 17, 2018",Pennsylvania,Hazleton,"501 S Church St",0,1,N/A
"February 17, 2018",Massachusetts,Lowell,"O'Connell St and Fay St",1,1,N/A
"February 17, 2018",Texas,Austin,"8400 block of Garcreek Cir",0,1,N/A
"February 17, 2018",Virginia,Norfolk,"5000 block of Killam Ave",0,1,N/A
"February 17, 2018","West Virginia",Inwood,"602 Pilgrim St",1,1,N/A
"February 16, 2018",Texas,Austin,"Red River St and E 12th St",0,1,N/A
"February 16, 2018",California,Salinas,"700 block of Jefferson St",0,1,N/A
"February 16, 2018","North Carolina",Wilmington,"1300 block of Buckingham Ave",0,3,N/A
"February 16, 2018",Texas,Killeen,"200 block of Elkins Ave",0,1,N/A
"February 16, 2018",Massachusetts,Springfield,"70 Fort Pleasent Ave",0,1,N/A
"February 16, 2018","West Virginia",Charleston,"Rebecca St and 7th Ave",0,1,N/A
"February 16, 2018",Florida,Tampa,"N 24th St and E Curtis Ave",0,2,N/A
"February 16, 2018",Florida,Orlando,"3510 Rio Vista Ave",0,1,N/A
"February 16, 2018",Ohio,Cincinnati,"Livingston Street and Linn Street",0,1,N/A
"February 16, 2018",Ohio,Dayton,"8945 Kingsridge Dr",0,1,N/A
"February 16, 2018","District of Columbia",Washington,"4200 block of 7th St SE",1,1,N/A
"February 16, 2018",Kentucky,Louisville,"35th Street and Broadway",0,1,N/A
"February 16, 2018",Virginia,Roanoke,"1800 block of Orange Ave",0,1,N/A
"February 16, 2018",California,"San Francisco","Oak St and Stanyan St",1,1,N/A
"February 16, 2018",Virginia,Hampton,"3300 block of Custer Ln",0,1,N/A
"February 16, 2018",Pennsylvania,Philadelphia,"200 block of S 52nd St",0,1,N/A
"February 16, 2018",Delaware,Wilmington,"4th St and Clayton St",0,1,N/A
"February 16, 2018",Iowa,Waterloo,"100 Monroe St",0,1,N/A
"February 16, 2018",Florida,Homosassa,"6986 W Berrigan Ct",0,1,N/A
"February 16, 2018",Tennessee,Nashville,"11th Ave N and Jennings St",0,1,N/A
"February 16, 2018",Minnesota,"Sauk Rapids","3400 Old Creek Pl",1,1,N/A
"February 16, 2018",Tennessee,Humboldt,"N 18th St",0,1,N/A
"February 16, 2018",Ohio,Canton,"5600 block of Frank Ave NW",0,1,N/A
"February 16, 2018","District of Columbia",Washington,"3600 block of Hayes St NE",0,2,N/A
"February 16, 2018",Illinois,Chicago,"3300 W Van Buren St",0,1,N/A
"February 16, 2018","North Carolina",Raleigh,"Sunbow Falls Ln",0,1,N/A
"February 16, 2018","North Carolina",Kinston,"1702 Colgate Dr",0,1,N/A
"February 16, 2018",Illinois,Chicago,"1800 S Ridgeway Ave",0,1,N/A
"February 16, 2018",Texas,Houston,"Ludington Dr and Fondren Rd",0,1,N/A
"February 16, 2018",Illinois,Chicago,"1700 W Beach Ave",0,1,N/A
"February 16, 2018",Indiana,Gary,"1300 Whitcomb St",0,1,N/A
"February 16, 2018",Alabama,Birmingham,"6th Ave and 4th St",0,0,N/A
"February 16, 2018",Arkansas,"Pea Ridge","Nemett Circle",0,1,N/A
"February 16, 2018",Illinois,Zion,"2800 block of Edina Blvd",1,2,N/A
"February 16, 2018","District of Columbia",Washington,"4200 block of 6th St SE",0,1,N/A
"February 16, 2018",Florida,"Fort Pierce","1403 Ave M",0,1,N/A
"February 16, 2018",California,"Moreno Valley","23500 block of Sunnymead Ranch Pkwy",0,1,N/A
"February 16, 2018",Wisconsin,"De Forest","700 block of Park Ave",0,1,N/A
"February 16, 2018",Arizona,Tolleson,"N 89th Ave and W McDowell Rd",0,1,N/A
"February 16, 2018","North Carolina",Wilmington,"1300 block of Buckingham Ave",0,3,N/A
"February 16, 2018",Georgia,Athens,"Sir Matthew Rd",0,1,N/A
"February 16, 2018",Illinois,Chicago,"4700 S Ada St",0,1,N/A
"February 16, 2018",Oklahoma,"Oklahoma City","S Pennsylvania Ave and SW 15th St",1,3,N/A
"February 16, 2018",Illinois,Chicago,"10200 S Hoxie Ave",1,1,N/A
"February 16, 2018",Illinois,Chicago,"1900 N Harding Ave",0,1,N/A
"February 16, 2018",Illinois,Chicago,"4700 W Madison St",0,1,N/A
"February 16, 2018",Illinois,Chicago,"2900 W Cermak Rd",0,1,N/A
"February 16, 2018",Illinois,Chicago,"3900 W Potomac Ave",0,1,N/A
"February 16, 2018",Louisiana,"New Orleans","2100 block of Pauger",1,1,N/A
"February 16, 2018",Minnesota,Minneapolis,"3500 block of Lyndale Ave N",1,1,N/A
"February 16, 2018",Illinois,Chicago,"151 E Upper Wacker Dr",0,2,N/A
"February 16, 2018","Rhode Island",Providence,"Cliff St",0,1,N/A
"February 16, 2018","Rhode Island",Pawtucket,"273 Weeden St",0,1,N/A
"February 16, 2018",Oklahoma,Tulsa,"4600 block of N Iroquois Ave",0,1,N/A
"February 16, 2018",Connecticut,"South Windsor","Gorski Dr",0,1,N/A
"February 16, 2018",Michigan,Detroit,"14100 BLOCK OF GLASTONBURY AVE",0,1,N/A
"February 16, 2018",California,Modesto,"Creekwood Dr and Ardia Ave",0,0,N/A
"February 16, 2018",Texas,Killeen,"2600 block of Cross Timber Dr",0,1,N/A
"February 16, 2018",Louisiana,Shreveport,"2400 block of Jones Mabry Rd",0,1,N/A
"February 16, 2018",Texas,Houston,"16800 block of Imperial Valley Dr",0,1,N/A
"February 16, 2018",Colorado,Denver,"W 30th Ave and Vallejo St",0,1,N/A
"February 15, 2018",Texas,Houston,"3200 block of Anita St",0,1,N/A
"February 15, 2018",Massachusetts,Springfield,"Sorrento St and Alderman St",0,1,N/A
"February 15, 2018","New Jersey","Perth Amboy","300 block of Watson Ave",0,0,N/A
"February 15, 2018",Texas,Houston,"8410 W Bartell Dr",1,1,N/A
"February 15, 2018","North Carolina",Henderson,"538 Skenes Ave",1,1,N/A
"February 15, 2018",Ohio,Cincinnati,"Elizabeth St and Blue Ash Rd",0,1,N/A
"February 15, 2018",Virginia,Portsmouth,N/A,0,1,N/A
"February 15, 2018",Delaware,Wilmington,"23rd St and N Pine St",0,1,N/A
"February 15, 2018",Texas,Elmendorf,N/A,0,1,N/A
"February 15, 2018",Tennessee,Memphis,"I-40 and N Hollywood St",0,2,N/A
"February 15, 2018",Florida,Homosassa,"W Stone Gate Ct",0,1,N/A
"February 15, 2018",Washington,Bremerton,"3500 Wheaton Way",0,1,N/A
"February 15, 2018",Virginia,Hopewell,"239 S 8th Ave",0,1,N/A
"February 15, 2018",Florida,"Lehigh Acres","100 block of McArthur Ave",0,1,N/A
"February 15, 2018",Georgia,Jonesboro,"675 Southside Commercial Pkwy",0,1,N/A
